ano_eleicao,sigla_uf,codigo_municipio,nome_municipio,total_votos_municipio,enpv,codmun,regiao,qtd_veiculos,veiculos_por_100k_hab,populacao_2020,idhm,idhm_r,idhm_e
2020,MG,41726,Berizal,6396,4.876141236017787,3106655,Sudeste,0,0,4764,0.604,0.56,0.52
2020,MG,41734,Brás Pires,7332,3.409298254960008,3108701,Sudeste,0,0,4293,0.625,0.582,0.523
2020,MG,41742,Bonito De Minas,11848,5.2432865997941915,3108255,Sudeste,0,0,11369,0.537,0.514,0.388
2020,MG,41750,Braúnas,6589,5.262546708747723,3108800,Sudeste,0,0,4769,0.624,0.635,0.478
2020,MG,41769,Bugre,6690,6.102558089116565,3109253,Sudeste,0,0,3983,0.627,0.602,0.511
2020,MG,41777,Brazópolis,16780,5.4725797841439165,3108909,Sudeste,2,13.8793,14410,0.692,0.697,0.566
2020,MG,41785,Cabeceira Grande,8238,6.853695036086991,3109451,Sudeste,0,0,6988,0.648,0.638,0.542
2020,MG,41793,Brumadinho,43858,7.304184226170762,3109006,Sudeste,3,7.3772,40666,0.747,0.761,0.639
2020,MG,41807,Campo Azul,6757,4.545893441791329,3111150,Sudeste,0,0,3824,0.621,0.55,0.546
2020,MG,41815,Bueno Brandão,11754,4.364461018750786,3109105,Sudeste,3,27.2951,10991,0.658,0.662,0.507
2020,MG,41823,Cantagalo,5649,6.5706320479524845,3112059,Sudeste,0,0,4551,0.631,0.598,0.515
2020,MG,41831,Buenópolis,10939,7.266756826757507,3109204,Sudeste,0,0,10353,0.669,0.65,0.579
2020,MG,41840,Catas Altas,7224,6.1980082733261845,3115359,Sudeste,0,0,5421,0.684,0.665,0.582
2020,MG,41858,Buritis,27321,5.5883421124371795,3109303,Sudeste,0,0,25013,0.672,0.666,0.558
2020,MG,41866,Catuti,6773,3.35716311315565,3115474,Sudeste,0,0,4965,0.621,0.563,0.549
2020,MG,41874,Buritizeiro,26848,11.706204713909306,3109402,Sudeste,0,0,28121,0.624,0.603,0.524
2020,MG,41882,Chapada Gaúcha,12795,6.595353119362813,3116159,Sudeste,0,0,13953,0.635,0.573,0.546
2020,MG,41890,Cabo Verde,14237,5.619821935980075,3109501,Sudeste,1,7.1048,14075,0.674,0.686,0.527
2020,MG,41904,Cônego Marinho,8984,5.420982208042495,3117836,Sudeste,0,0,7686,0.621,0.55,0.544
2020,MG,41912,Cachoeira Da Prata,5677,5.2833092378115705,3109600,Sudeste,0,0,3591,0.741,0.689,0.707
2020,MG,41920,Confins,10442,7.132280383275635,3117876,Sudeste,0,0,6800,0.747,0.706,0.711
2020,MG,41939,Cachoeira De Minas,13662,5.775377141071687,3109709,Sudeste,0,0,11579,0.706,0.673,0.637
2020,MG,41947,Córrego Fundo,8455,5.965269903189045,3119955,Sudeste,0,0,6382,0.678,0.657,0.597
2020,MG,41955,Cachoeira Dourada,4148,2.4768706552673745,3109808,Sudeste,0,0,2706,0.726,0.695,0.648
2020,MG,41963,Crisólita,6933,5.475555333292248,3120151,Sudeste,0,0,6760,0.585,0.579,0.432
2020,MG,41971,Caetanópolis,12300,6.3141920951774,3109907,Sudeste,0,0,11749,0.706,0.674,0.617
2020,MG,41980,Cuparaque,6498,5.120275532496963,3120839,Sudeste,1,19.9800,5005,0.627,0.621,0.497
2020,MG,41998,Caeté,46704,9.732442800632288,3110004,Sudeste,4,8.8796,45047,0.728,0.69,0.663
2020,MG,42005,Curral De Dentro,9177,4.920095512002651,3120870,Sudeste,0,0,7799,0.585,0.571,0.462
2020,MG,42013,Caiana,6430,4.86319617859718,3110103,Sudeste,0,0,5541,0.633,0.631,0.483
2020,MG,42021,Delta,8823,3.1358475060862654,3121258,Sudeste,0,0,10768,0.639,0.672,0.481
2020,MG,42030,Cajuri,7245,5.285422762630457,3110202,Sudeste,0,0,3974,0.617,0.599,0.487
2020,MG,42048,Dom Bosco,5879,2.9117600252805027,3122470,Sudeste,0,0,3655,0.673,0.627,0.597
2020,MG,42056,Caldas,14935,6.5233608958754745,3110301,Sudeste,1,6.8771,14541,0.687,0.701,0.529
2020,MG,42064,Frei Lagonegro,5867,5.1349987894110845,3126950,Sudeste,0,0,3487,0.543,0.519,0.412
2020,MG,42072,Camacho,5101,3.722526159414163,3110400,Sudeste,0,0,2869,0.69,0.639,0.612
2020,MG,42080,Fruta De Leite,6618,5.274115773051025,3127073,Sudeste,0,0,5299,0.544,0.548,0.37
2020,MG,42099,Camanducaia,23312,5.888001314701433,3110509,Sudeste,1,4.5869,21801,0.689,0.707,0.553
2020,MG,42102,Gameleiras,7152,4.583946514429755,3127339,Sudeste,0,0,5096,0.65,0.559,0.618
2020,MG,42110,Cambuí,26644,4.815395879841338,3110608,Sudeste,3,10.0624,29814,0.751,0.722,0.674
2020,MG,42129,Glaucilândia,6210,5.240099018645758,3127354,Sudeste,0,0,3164,0.679,0.579,0.667
2020,MG,42137,Cambuquira,14385,6.985688415233718,3110707,Sudeste,0,0,12812,0.699,0.691,0.577
2020,MG,42145,Goiabeira,4668,5.100863088062137,3127370,Sudeste,0,0,3378,0.647,0.628,0.539
2020,MG,42153,Campanário,5098,5.111809305168848,3110806,Sudeste,0,0,3730,0.616,0.607,0.464
2020,MG,42161,Goianá,6336,6.216614702684153,3127388,Sudeste,0,0,3990,0.716,0.682,0.644
2020,MG,42170,Campanha,16622,6.67704427488,3110905,Sudeste,3,17.8976,16762,0.709,0.715,0.587
2020,MG,42188,Guaraciama,8144,5.126013961671407,3128253,Sudeste,0,0,4989,0.677,0.586,0.655
2020,MG,42196,Campestre,17379,5.307585628391348,3111002,Sudeste,1,4.7497,21054,0.698,0.712,0.566
2020,MG,42200,Ibiracatu,8196,6.2888831426882525,3129657,Sudeste,0,0,5369,0.591,0.537,0.489
2020,MG,42218,Campina Verde,21009,8.500659084167003,3111101,Sudeste,0,0,19752,0.704,0.714,0.562
2020,MG,42226,Imbé De Minas,8842,7.03939437103904,3130556,Sudeste,0,0,6940,0.553,0.572,0.397
2020,MG,42234,Campo Belo,50179,5.777662132946524,3111200,Sudeste,5,9.2275,54186,0.711,0.706,0.586
2020,MG,42242,Indaiabira,8892,4.7624220248559155,3130655,Sudeste,0,0,7339,0.61,0.575,0.49
2020,MG,42250,Campo Do Meio,15480,8.284694585587912,3111309,Sudeste,0,0,11651,0.683,0.655,0.588
2020,MG,42269,Japonvar,11963,5.568670999914979,3135357,Sudeste,0,0,7982,0.608,0.556,0.514
2020,MG,42277,Campo Florido,10055,4.174761132146479,3111408,Sudeste,0,0,8269,0.706,0.735,0.558
2020,MG,42285,Jenipapo De Minas,7428,4.952826804690066,3135456,Sudeste,0,0,7738,0.624,0.588,0.52
2020,MG,42293,Campos Altos,13954,7.879823715182061,3111507,Sudeste,1,6.4255,15563,0.702,0.69,0.582
2020,MG,42307,José Gonçalves De Minas,5450,4.3203912868678715,3136520,Sudeste,0,0,4487,0.632,0.597,0.553
2020,MG,42315,Campos Gerais,28598,8.810425765669272,3111606,Sudeste,1,3.4672,28842,0.682,0.666,0.58
2020,MG,42323,José Raydan,6009,4.9360299715373745,3136553,Sudeste,0,0,5050,0.617,0.596,0.493
2020,MG,42331,Canaã,6926,5.730486209052618,3111705,Sudeste,0,0,4548,0.649,0.644,0.532
2020,MG,42340,São Sebastião Da Vargem Alegre,4724,1.986183689747667,3164431,Sudeste,0,0,3024,0.66,0.631,0.552
2020,MG,42358,Canápolis,13145,5.285215502550233,3111804,Sudeste,1,8.1960,12201,0.722,0.721,0.598
2020,MG,42366,São Sebastião Do Anta,8266,4.588574504715315,3164472,Sudeste,0,0,6627,0.607,0.597,0.49
2020,MG,42374,Cana Verde,7596,6.443553924010148,3111903,Sudeste,0,0,5594,0.65,0.652,0.512
2020,MG,42382,Serranópolis De Minas,5968,3.9832514994918187,3166956,Sudeste,0,0,4809,0.633,0.608,0.539
2020,MG,42390,Candeias,15555,4.062720838578216,3112000,Sudeste,1,6.7168,14888,0.678,0.699,0.537
2020,MG,42404,Setubinha,11689,5.646930150935722,3165552,Sudeste,0,0,12378,0.542,0.536,0.4
2020,MG,42412,Caparaó,5942,6.992116597050536,3112109,Sudeste,0,0,5451,0.624,0.614,0.473
2020,MG,42420,Taparuba,5987,4.7734110644760355,3168051,Sudeste,0,0,3101,0.645,0.604,0.557
2020,MG,42439,Capela Nova,7230,3.465282539763353,3112208,Sudeste,0,0,4634,0.648,0.602,0.568
2020,MG,42447,União De Minas,5224,4.10620636525591,3170438,Sudeste,0,0,4284,0.672,0.684,0.534
2020,MG,42455,Capelinha,38134,8.155845902481497,3112307,Sudeste,7,18.3935,38057,0.653,0.641,0.527
2020,MG,42463,Uruana De Minas,5617,6.209424657706791,3170479,Sudeste,0,0,3260,0.664,0.612,0.602
2020,MG,42471,Capetinga,8179,5.736315141792695,3112406,Sudeste,0,0,6890,0.675,0.68,0.533
2020,MG,42480,Vargem Grande Do Rio Pardo,6657,2.7571617807165505,3170651,Sudeste,0,0,5026,0.634,0.563,0.559
2020,MG,42498,Capim Branco,11953,6.554936544880816,3112505,Sudeste,0,0,9826,0.695,0.664,0.604
2020,MG,42501,Varjão De Minas,9523,6.130449777985685,3170750,Sudeste,0,0,7138,0.711,0.673,0.631
2020,MG,42510,Capinópolis,16307,3.8078944277229825,3112604,Sudeste,2,12.3198,16234,0.723,0.747,0.601
2020,MG,42528,Verdelândia,10225,6.2875495415949745,3171030,Sudeste,0,0,9443,0.584,0.542,0.462
2020,MG,42536,Capitão Enéas,18369,8.754404890280574,3112703,Sudeste,0,0,15313,0.639,0.573,0.565
2020,MG,42544,Veredinha,7959,4.414924801421125,3171071,Sudeste,0,0,5727,0.632,0.579,0.555
2020,MG,42552,Capitólio,11091,3.5726701551794635,3112802,Sudeste,0,0,8663,0.71,0.709,0.612
2020,MG,42560,Vermelho Novo,7184,6.919506116694223,3171154,Sudeste,0,0,4846,0.612,0.61,0.475
2020,MG,42579,Caputira,12585,5.650624726334043,3112901,Sudeste,0,0,9308,0.615,0.609,0.471
2020,MG,42587,Tocos Do Moji,6313,1.905868145517694,3169059,Sudeste,0,0,4109,0.696,0.661,0.631
2020,MG,42595,Caraí,17942,5.132535283180617,3113008,Sudeste,0,0,23780,0.558,0.549,0.405
2020,MG,42617,Caranaíba,5221,5.216918193675317,3113107,Sudeste,0,0,3166,0.634,0.593,0.533
2020,MG,42633,Carandaí,30029,5.589751495813786,3113206,Sudeste,1,3.8957,25669,0.697,0.663,0.622
2020,MG,42650,Carangola,34252,11.169792146951112,3113305,Sudeste,7,21.2051,33011,0.695,0.699,0.573
2020,MG,42676,Caratinga,85207,8.967738961354877,3113404,Sudeste,10,10.7988,92603,0.706,0.697,0.603
2020,MG,42692,Carbonita,11319,6.040982522469483,3113503,Sudeste,0,0,9414,0.638,0.617,0.529
2020,MG,42714,Careaçu,7720,5.3403134418043425,3113602,Sudeste,1,14.7232,6792,0.683,0.666,0.581
2020,MG,42730,Carlos Chagas,21461,5.97669901836696,3113701,Sudeste,0,0,18674,0.648,0.641,0.513
2020,MG,42757,Carmésia,3598,4.222682362765149,3113800,Sudeste,0,0,2646,0.65,0.631,0.54
2020,MG,42773,Carmo Da Cachoeira,13426,7.284011488096782,3113909,Sudeste,1,8.2088,12182,0.655,0.672,0.523
2020,MG,42790,Carmo Da Mata,14715,3.4592707876706874,3114006,Sudeste,2,17.3747,11511,0.689,0.68,0.572
2020,MG,42811,Carmo De Minas,14238,5.989391790304826,3114105,Sudeste,0,0,14947,0.682,0.668,0.562
2020,MG,42838,Carmo Do Cajuru,21499,4.035868257668804,3114204,Sudeste,2,8.8133,22693,0.71,0.695,0.605
2020,MG,42854,Carmo Do Paranaíba,31468,7.199824639356948,3114303,Sudeste,4,13.1865,30334,0.705,0.713,0.571
2020,MG,42870,Carmo Do Rio Claro,22145,8.167697961292554,3114402,Sudeste,5,23.5095,21268,0.733,0.715,0.649
2020,MG,42897,Carmópolis De Minas,21018,5.56219528136675,3114501,Sudeste,1,5.1127,19559,0.7,0.694,0.582
2020,MG,42919,Carrancas,5168,4.1504544202870175,3114600,Sudeste,0,0,4049,0.725,0.687,0.632
2020,MG,42935,Carvalhópolis,5119,5.637428690859156,3114709,Sudeste,0,0,3597,0.724,0.688,0.648
2020,MG,42951,Carvalhos,6411,2.9125728986133415,3114808,Sudeste,0,0,4461,0.646,0.667,0.492
2020,MG,42978,Casa Grande,4832,1.9904895953841,3114907,Sudeste,0,0,2254,0.652,0.608,0.555
2020,MG,42994,Cascalho Rico,5825,4.482995780406749,3115003,Sudeste,0,0,3092,0.721,0.734,0.604
2020,MG,43010,Cássia,18854,7.004608728259697,3115102,Sudeste,0,0,17740,0.704,0.723,0.576
2020,MG,43036,Conceição Da Barra De Minas,6176,5.240440514374915,3115201,Sudeste,0,0,3946,0.685,0.668,0.59
2020,MG,43052,Cataguases,71919,10.497316630675858,3115300,Sudeste,11,14.5618,75540,0.751,0.718,0.685
2020,MG,43079,Catas Altas Da Noruega,6430,5.342912563143959,3115409,Sudeste,0,0,3653,0.6,0.588,0.46
2020,MG,43095,Caxambu,23026,4.7941483246091705,3115508,Sudeste,6,27.7649,21610,0.743,0.77,0.629
2020,MG,43117,Cedro Do Abaeté,2187,1.9839026184946718,3115607,Sudeste,0,0,1157,0.678,0.641,0.608
2020,MG,43133,Central De Minas,9102,2.9001958846166938,3115706,Sudeste,0,0,7046,0.665,0.663,0.54
2020,MG,43150,Centralina,11863,5.0845481343444945,3115805,Sudeste,0,0,10346,0.678,0.654,0.558
2020,MG,43176,Chácara,5870,5.667020270548085,3115904,Sudeste,0,0,3186,0.664,0.65,0.512
2020,MG,43192,Chalé,8654,4.8159818770439635,3116001,Sudeste,0,0,5699,0.655,0.636,0.561
2020,MG,43214,Chapada Do Norte,12142,5.086414718500372,3116100,Sudeste,0,0,15345,0.598,0.571,0.469
2020,MG,43230,Chiador,5005,7.181351153386914,3116209,Sudeste,0,0,2671,0.711,0.742,0.559
2020,MG,43257,Cipotânea,8438,5.459055765296891,3116308,Sudeste,0,0,6799,0.579,0.592,0.437
2020,MG,43273,Claraval,7133,5.516233252660097,3116407,Sudeste,0,0,4853,0.698,0.687,0.584
2020,MG,43290,Claro Dos Poções,12128,5.784936895552209,3116506,Sudeste,0,0,7514,0.67,0.601,0.625
2020,MG,43311,Cláudio,30922,6.454014765779028,3116605,Sudeste,2,6.9302,28859,0.709,0.701,0.602
2020,MG,43338,Coimbra,9638,7.444275865783034,3116704,Sudeste,0,0,7594,0.669,0.649,0.558
2020,MG,43354,Coluna,8740,2.786138156965137,3116803,Sudeste,0,0,8841,0.583,0.59,0.43
2020,MG,43370,Comendador Gomes,4731,3.363955070837751,3116902,Sudeste,0,0,3120,0.697,0.703,0.566
2020,MG,43397,Comercinho,8973,5.264246515199611,3117009,Sudeste,0,0,6774,0.593,0.566,0.462
2020,MG,43419,Conceição Da Aparecida,11649,6.397220365456446,3117108,Sudeste,0,0,10322,0.691,0.688,0.566
2020,MG,43435,Conceição Das Pedras,4661,5.043408525469132,3117207,Sudeste,0,0,2813,0.668,0.642,0.566
2020,MG,43451,Conceição Das Alagoas,28429,3.3280326273086542,3117306,Sudeste,0,0,28346,0.712,0.734,0.57
2020,MG,43478,Conceição De Ipanema,6730,4.8772873810072985,3117405,Sudeste,0,0,4578,0.676,0.664,0.565
2020,MG,43494,Conceição Do Mato Dentro,22661,3.888001330058702,3117504,Sudeste,3,17.1399,17503,0.634,0.622,0.517
2020,MG,43516,Conceição Do Pará,7888,7.343632741315657,3117603,Sudeste,0,0,5533,0.7,0.687,0.588
2020,MG,43532,Conceição Do Rio Verde,14889,7.721508938698973,3117702,Sudeste,0,0,13684,0.665,0.675,0.522
2020,MG,43559,Conceição Dos Ouros,13704,4.807278818645932,3117801,Sudeste,0,0,11748,0.703,0.668,0.618
2020,MG,43575,Congonhal,14690,3.9928116988906703,3117900,Sudeste,0,0,12082,0.712,0.681,0.626
2020,MG,43591,Congonhas,62029,9.888693739776558,3118007,Sudeste,2,3.6160,55309,0.753,0.732,0.665
2020,MG,43613,Congonhas Do Norte,5528,5.098703549646431,3118106,Sudeste,0,0,5046,0.568,0.566,0.433
2020,MG,43630,Conquista,8870,5.950528497029988,3118205,Sudeste,0,0,6969,0.729,0.714,0.618
2020,MG,43656,Conselheiro Lafaiete,122522,11.427620660039217,3118304,Sudeste,15,11.5735,129606,0.761,0.736,0.697
2020,MG,43672,Conselheiro Pena,22990,9.387794228626618,3118403,Sudeste,1,4.3575,22949,0.662,0.646,0.537
2020,MG,43699,Consolação,2633,3.1433225316919433,3118502,Sudeste,0,0,1784,0.673,0.627,0.602
2020,MG,43710,Contagem,808175,6.584548692420524,3118601,Sudeste,18,2.6908,668949,0.756,0.745,0.697
2020,MG,43737,Coqueiral,11031,4.471522025623682,3118700,Sudeste,1,10.9553,9128,0.694,0.663,0.601
2020,MG,43753,Coração De Jesus,30137,9.025135748613737,3118809,Sudeste,1,3.7578,26611,0.642,0.575,0.57
2020,MG,43770,Cordisburgo,10757,6.840589323913262,3118908,Sudeste,2,22.4795,8897,0.656,0.644,0.558
2020,MG,43796,Cordislândia,4488,5.868249390949874,3119005,Sudeste,0,0,3542,0.66,0.654,0.544
2020,MG,43818,Corinto,26554,6.224540952243341,3119104,Sudeste,2,8.4502,23668,0.68,0.664,0.562
2020,MG,43834,Coroaci,12885,3.6083250540015714,3119203,Sudeste,0,0,9943,0.626,0.613,0.493
2020,MG,43850,Coromandel,35162,7.552944040075731,3119302,Sudeste,6,21.4546,27966,0.708,0.73,0.565
2020,MG,43877,Coronel Fabriciano,107033,4.756124303840825,3119401,Sudeste,4,3.6268,110290,0.755,0.715,0.696
2020,MG,43893,Coronel Murta,11137,5.905116283631404,3119500,Sudeste,0,0,9215,0.627,0.578,0.543
2020,MG,43915,Coronel Pacheco,4679,8.975209887839808,3119609,Sudeste,0,0,3090,0.669,0.673,0.565
2020,MG,43931,Coronel Xavier Chaves,3156,3.340459854460135,3119708,Sudeste,0,0,3441,0.677,0.67,0.563
2020,MG,43958,Córrego Danta,4830,5.440059286150351,3119807,Sudeste,1,31.3381,3191,0.692,0.683,0.575
2020,MG,43974,Córrego Do Bom Jesus,6335,2.6927322067605766,3119906,Sudeste,0,0,3694,0.692,0.665,0.592
2020,MG,43990,Córrego Novo,5887,4.9763742341075385,3120003,Sudeste,0,0,2728,0.632,0.596,0.525
2020,MG,44016,Couto De Magalhães De Minas,5434,6.136167750928789,3120102,Sudeste,0,0,4423,0.659,0.6,0.592
2020,MG,44032,Cristais,11896,5.330666194955239,3120201,Sudeste,0,0,12931,0.692,0.736,0.525
2020,MG,44059,Cristália,7604,4.100661812796012,3120300,Sudeste,0,0,5982,0.583,0.518,0.482
2020,MG,44075,Cristiano Otoni,6609,6.4868279712415875,3120409,Sudeste,0,0,5156,0.695,0.651,0.626
2020,MG,44091,Cristina,11702,5.803267603246244,3120508,Sudeste,0,0,10226,0.668,0.645,0.55
2020,MG,44113,Crucilândia,8336,4.27915062960367,3120607,Sudeste,0,0,5054,0.651,0.653,0.518
2020,MG,44130,Cruzeiro Da Fortaleza,6887,2.4283615020577765,3120706,Sudeste,0,0,3639,0.696,0.72,0.562
2020,MG,44156,Cruzília,17299,4.360763480785584,3120805,Sudeste,0,0,15474,0.695,0.671,0.587
2020,MG,44172,Curvelo,77021,8.142966235153594,3120904,Sudeste,6,7.4427,80616,0.713,0.689,0.617
2020,MG,44199,Datas,7477,5.82117080593584,3121001,Sudeste,0,0,5421,0.616,0.59,0.524
2020,MG,44210,Delfim Moreira,9831,4.184741577210801,3121100,Sudeste,0,0,8016,0.669,0.649,0.552
2020,MG,44237,Delfinópolis,9509,4.137964029797928,3121209,Sudeste,0,0,7131,0.74,0.702,0.661
2020,MG,44253,Descoberto,6926,5.014704105181772,3121308,Sudeste,0,0,5029,0.68,0.657,0.599
2020,MG,44270,Desterro De Entre Rios,9262,6.059156713885693,3121407,Sudeste,0,0,7255,0.639,0.607,0.536
2020,MG,44296,Desterro Do Melo,5862,4.535228317167566,3121506,Sudeste,0,0,2884,0.631,0.618,0.503
2020,MG,44318,Diamantina,48401,4.974542655181662,3121605,Sudeste,7,14.6367,47825,0.716,0.693,0.632
2020,MG,44334,Diogo De Vasconcelos,5052,3.7723336328808594,3121704,Sudeste,0,0,3790,0.601,0.578,0.464
2020,MG,44350,Dionísio,9841,5.52674507132702,3121803,Sudeste,1,13.1423,7609,0.702,0.651,0.647
2020,MG,44377,Divinésia,7187,2.675072609934115,3121902,Sudeste,0,0,3424,0.657,0.645,0.559
2020,MG,44393,Divino,21171,5.184138071161996,3122009,Sudeste,5,25.0300,19976,0.605,0.639,0.421
2020,MG,44415,Divino Das Laranjeiras,7238,5.001865985858072,3122108,Sudeste,0,0,4974,0.661,0.624,0.571
2020,MG,44431,Divinolândia De Minas,8569,7.6746165422869845,3122207,Sudeste,0,0,7614,0.623,0.603,0.495
2020,MG,44458,Divinópolis,216636,9.844244612214812,3122306,Sudeste,21,8.7352,240408,0.764,0.753,0.702
2020,MG,44474,Divisa Nova,7041,4.686636015274962,3122405,Sudeste,0,0,6025,0.67,0.66,0.57
2020,MG,44490,Dom Cavati,7528,4.104997829096824,3122504,Sudeste,0,0,5048,0.688,0.66,0.63
2020,MG,44512,Dom Joaquim,5668,6.351528954948863,3122603,Sudeste,0,0,4451,0.622,0.61,0.482
2020,MG,44539,Dom Silvério,6756,5.204768037445883,3122702,Sudeste,0,0,5232,0.709,0.661,0.636
2020,MG,44555,Dom Viçoso,4831,5.691936292233345,3122801,Sudeste,0,0,2997,0.687,0.617,0.641
2020,MG,44571,Dona Eusébia,9237,5.271917895611635,3122900,Sudeste,0,0,6619,0.701,0.684,0.598
2020,MG,44598,Dores De Campos,12549,4.456581950686716,3123007,Sudeste,1,9.7819,10223,0.686,0.671,0.585
2020,MG,44610,Dores De Guanhães,7821,5.137261405114968,3123106,Sudeste,0,0,5154,0.636,0.612,0.512
2020,MG,44636,Dores Do Indaiá,16058,6.546450360946764,3123205,Sudeste,2,14.8954,13427,0.719,0.71,0.623
2020,MG,44652,Dores Do Turvo,8444,4.91358269035109,3123304,Sudeste,0,0,4230,0.629,0.613,0.49
2020,MG,44679,Doresópolis,3905,3.0301086875094514,3123403,Sudeste,0,0,1533,0.692,0.652,0.585
2020,MG,44695,Douradoquara,3513,3.529651555716736,3123502,Sudeste,0,0,1912,0.706,0.704,0.591
2020,MG,44717,Elói Mendes,28127,6.502099743562063,3123601,Sudeste,1,3.5311,28320,0.685,0.688,0.558
2020,MG,44733,Engenheiro Caldas,11273,5.198288605180375,3123700,Sudeste,0,0,11202,0.644,0.632,0.518
2020,MG,44750,Engenheiro Navarro,9578,7.22530197021576,3123809,Sudeste,0,0,7241,0.655,0.599,0.594
2020,MG,44776,Entre Rios De Minas,18120,9.055019239693046,3123908,Sudeste,1,6.5020,15380,0.672,0.673,0.563
2020,MG,44792,Ervália,24262,5.51308189954593,3124005,Sudeste,1,5.2748,18958,0.625,0.64,0.46
2020,MG,44814,Esmeraldas,61951,13.772683573843942,3124104,Sudeste,0,0,71551,0.671,0.649,0.567
2020,MG,44830,Espera Feliz,23937,7.4344490470007125,3124203,Sudeste,1,3.9806,25122,0.663,0.663,0.52
2020,MG,44857,Espinosa,34661,6.508154800273767,3124302,Sudeste,1,3.1636,31610,0.627,0.582,0.526
2020,MG,44873,Espírito Santo Do Dourado,7335,3.2092507180699767,3124401,Sudeste,0,0,4710,0.685,0.66,0.576
2020,MG,44890,Estiva,13542,1.9891962853941176,3124500,Sudeste,0,0,11386,0.691,0.679,0.573
2020,MG,44911,Estrela Dalva,4710,2.7426310050416514,3124609,Sudeste,0,0,2325,0.71,0.719,0.574
2020,MG,44938,Estrela Do Indaiá,4491,3.506699631492884,3124708,Sudeste,0,0,3491,0.676,0.679,0.521
2020,MG,44954,Estrela Do Sul,8789,4.849029632514883,3124807,Sudeste,0,0,8018,0.696,0.694,0.579
2020,MG,44970,Eugenópolis,14335,3.5233028666693857,3124906,Sudeste,0,0,11330,0.675,0.66,0.551
2020,MG,44997,Ewbank Da Câmara,6856,7.763487866230412,3125002,Sudeste,0,0,3923,0.676,0.625,0.601
2020,MG,45012,Extrema,45583,5.90171905623605,3125101,Sudeste,3,8.1189,36951,0.732,0.729,0.633
2020,MG,45039,Fama,5201,4.665394582186046,3125200,Sudeste,0,0,2376,0.717,0.7,0.61
2020,MG,45055,Faria Lemos,5259,5.154019320108257,3125309,Sudeste,0,0,3221,0.687,0.678,0.598
2020,MG,45071,Felício Dos Santos,6531,5.546761882654941,3125408,Sudeste,0,0,4704,0.606,0.568,0.494
2020,MG,45098,São Gonçalo Do Rio Preto,4210,4.426275606274468,3125507,Sudeste,0,0,3173,0.64,0.593,0.542
2020,MG,45110,Felisburgo,7757,4.754760268092053,3125606,Sudeste,0,0,7504,0.583,0.577,0.462
2020,MG,45136,Felixlândia,12799,3.9123284855692786,3125705,Sudeste,0,0,15433,0.648,0.651,0.514
2020,MG,45152,Fernandes Tourinho,4101,1.9425909889943107,3125804,Sudeste,0,0,3466,0.646,0.608,0.55
2020,MG,45179,Ferros,11625,6.542976149524276,3125903,Sudeste,0,0,9696,0.603,0.625,0.428
2020,MG,45195,Florestal,9350,5.418984225516524,3126000,Sudeste,0,0,7533,0.724,0.728,0.617
2020,MG,45217,Formiga,69877,5.843022549182056,3126109,Sudeste,12,17.6934,67822,0.755,0.729,0.676
2020,MG,45233,Formoso,7186,4.742943302284151,3126208,Sudeste,0,0,9688,0.64,0.616,0.51
2020,MG,45250,Fortaleza De Minas,4840,5.20429645046081,3126307,Sudeste,0,0,4437,0.67,0.683,0.546
2020,MG,45276,Fortuna De Minas,4731,5.5928427659912074,3126406,Sudeste,0,0,2967,0.696,0.651,0.613
2020,MG,45292,Francisco Badaró,9932,5.424247913021665,3126505,Sudeste,0,0,10321,0.622,0.575,0.527
2020,MG,45314,Francisco Dumont,6508,5.635885663310033,3126604,Sudeste,0,0,5242,0.625,0.596,0.513
2020,MG,45330,Francisco Sá,26469,4.993258507669971,3126703,Sudeste,0,0,26369,0.654,0.605,0.572
2020,MG,45357,Frei Gaspar,7555,5.242099131083739,3126802,Sudeste,0,0,5869,0.59,0.569,0.452
2020,MG,45373,Frei Inocêncio,10162,7.732389249169452,3126901,Sudeste,0,0,9664,0.648,0.624,0.559
2020,MG,45390,Fronteira,15891,5.970008544224726,3127008,Sudeste,1,5.4077,18492,0.684,0.693,0.53
2020,MG,45411,Frutal,53574,7.839263332083479,3127107,Sudeste,10,16.6633,60012,0.73,0.73,0.615
2020,MG,45438,Funilândia,7844,5.162836906664661,3127206,Sudeste,0,0,4392,0.655,0.612,0.545
2020,MG,45454,Galiléia,6095,5.217529646247824,3127305,Sudeste,0,0,6790,0.654,0.645,0.546
2020,MG,45470,Gonçalves,5384,5.54476523633982,3127404,Sudeste,0,0,4355,0.683,0.671,0.57
2020,MG,45497,Gonzaga,6130,5.232618697502395,3127503,Sudeste,0,0,6171,0.606,0.558,0.516
2020,MG,45519,Gouveia,15267,3.9758263487103496,3127602,Sudeste,0,0,11818,0.681,0.622,0.609
2020,MG,45535,Governador Valadares,378212,6.4152748303536455,3127701,Sudeste,17,6.0488,281046,0.727,0.714,0.644
2020,MG,45551,Grão Mogol,16401,5.165935161553581,3127800,Sudeste,0,0,15890,0.604,0.579,0.482
2020,MG,45578,Grupiara,2905,3.108920575216757,3127909,Sudeste,0,0,1387,0.731,0.679,0.682
2020,MG,45594,Guanhães,29807,7.08654976809117,3128006,Sudeste,7,20.2470,34573,0.686,0.683,0.576
2020,MG,45616,Guapé,15821,5.349238651927283,3128105,Sudeste,0,0,14258,0.679,0.661,0.57
